Sentence_ID,Token,Type of Named Entity
19,Spx,O
19,Kalo,O
19,Minggu,B-time_expression
19,Emang,O
19,Tutup,O
19,Yah,O
19,Mint,O
19,💔,O
20,Tolong,O
20,😭,O
20,Aku,O
20,Salah,O
20,Top,O
20,Up,O
20,Shopee,B-brand
20,Ke,O
20,Nokor,O
20,Orang,O
20,Lain,O
20,",",O
20,Nomornya,O
20,Ditelfon,O
20,Gak,O
20,Aktif,O
21,Min,O
21,Kalau,O
21,Keterangannya,O
21,Gini,O
21,Berarti,O
21,Bisa,O
21,Kartu,O
21,Debit,O
21,&,O
21,Amp,O
21,;,O
21,Kredit,O
21,Atau,O
21,Hanya,O
21,Bisa,O
21,Pakai,O
21,Kartu,O
21,Kredit,O
21,Aja,O
21,Ya,O
21,?,O
22,Di,O
22,Tokped,O
22,Yang,O
22,Jual,O
22,Palsu,O
22,Bahkan,O
22,Pake,O
22,Label,O
22,Mall,O
22,.,O
22,Makanya,O
22,Kayaknya,O
22,Kemarin,B-time_expression
22,Sempet,O
22,Rame,O
22,Ada,B-complaint_topic
22,Toko,O
22,Label,O
22,Mall,O
22,(,O
22,Antara,O
22,Onitsuka,O
22,Atau,O
22,Asics,O
22,),O
22,Dinon,O
22,-,O
22,Aktifkan,O
22,Karena,O
22,Rupanya,O
22,Bukan,O
22,Official,O
23,Hati,O
23,Hati,O
23,Belanja,O
23,Di,O
23,Sophee,O
23,",",O
23,Beli,O
23,Kloset,O
23,Duduk,O
23,Pakai,O
23,Packing,O
23,Kayu,O
23,Hancur,O
23,",",O
23,Komplain,O
23,Di,O
23,Aplikasi,O
23,Dipersulit,O
23,Disuruh,O
23,Antar,O
23,Barang,O
23,Hancur,O
23,Sendiri,O
23,Ke,O
23,Kantor,O
23,Expedisi,O
23,Nya,O
23,Jne,B-brand
23,Trucking,O
23,Entah,O
23,Di,O
23,Mana,O
23,.,O
23,Uang,O
23,Saya,O
23,Malah,O
23,Hilang,B-complaint_topic
23,Tidak,I-complaint_topic
23,Jelas,O
23,",",O
23,Waktu,O
23,Habis,O
23,Percuma,O
23,Tiap,O
23,Hari,B-time_expression
23,Chat,O
23,Sama,O
23,Cs,O
23,Sophee,O
24,Haii,O
24,Kak,O
24,Taebong_,O
24,",",O
24,Maaf,O
24,Ya,O
24,Udh,O
24,Bikin,O
24,Km,O
24,Kecewa,B-complaint_topic
24,Terkait,O
24,Kendalamu,O
24,.,O
24,Biar,O
24,Bisa,O
24,Aku,O
24,Bantu,O
24,Cek,O
24,Kendalanya,O
24,Infoin,O
24,Ke,O
24,Aku,O
24,Username,O
24,",",O
24,Ss,O
24,Kendala,B-complaint_topic
24,Dan,O
24,Detail,O
24,Kendala,B-complaint_topic
24,Kakak,O
24,Boleh,O
24,Colek,O
24,Aku,O
24,Di,O
24,Dm,O
24,Ya,O
24,Kak,O
24,.,O
24,Ditunggu,O
24,^,O
24,Rs,O
25,Eh,O
25,Akun,O
25,Bodong,O
25,Dilarang,O
25,Komen,O
25,Ya,O
25,Ajg,O
25,Gua,O
25,Gak,O
25,Nanya,O
25,Lu,O
26,Yehhh,O
26,Pret,O
26,Penipuan,O
27,Udah,O
27,Nunggu,O
27,Lebih,O
27,Dari,O
27,1x24,O
27,Jam,B-time_expression
27,Sesuai,O
27,Arahan,O
27,Cs,O
27,+,O
27,Isi,O
27,Form,O
27,Tapi,O
27,Uang,O
27,Aku,O
27,Masih,O
27,Ketahan,O
27,Nyangkut,B-complaint_topic
27,Disini,O
27,",",O
27,Bagaimana,O
27,Solusinya,O
27,?,O
27,Tolong,O
27,Tindak,O
27,Lanjutnya,O
27,Segeraaa,O
27,😔,O
28,Gendeng,O
28,Iki,O
28,Shopee,B-brand
28,Wong,O
28,Aku,O
28,Cuma,O
28,Jualan,O
28,Sabun,O
28,Batang,O
28,Kok,O
28,Pemalsuan,O
28,Pesanan,O
28,Ki,O
28,Opoo,O
28,Stressss,O
29,Udah,O
29,Sampe,O
29,Belum,O
29,Ka,O
30,Di,O
30,Dm,O
30,Ya,O
30,Min,O
30,?,O
31,Hai,O
31,Kak,O
31,Shobas_tian,O
31,",",O
31,Maaf,O
31,Ya,O
31,Buat,O
31,Nunggu,O
31,",",O
31,Aku,O
31,Akan,O
31,Meluncur,O
31,Ke,O
31,Dm,O
31,Kamu,O
31,Yaa,O
31,Kak,O
31,",",O
31,Mohon,O
31,Kesediannya,O
31,Untuk,O
31,Menunggu,O
31,.,O
31,Terima,B-sentiment_indicator
31,Kasih,B-sentiment_indicator
31,^,O
31,Ky,O
32,Ajukan,O
32,Pengembalian,O
32,Sesuai,O
32,Kondisi,O
32,Awal,O
32,",",O
32,No,O
32,Video,O
32,No,O
32,Pictures,O
32,.,O
33,Biannolshop_,O
33,",",O
33,Itu,O
33,Sudah,O
33,4,B-numeric
33,Bulan,B-time_expression
33,Tidak,B-complaint_topic
33,Bisa,O
33,Dipakai,O
33,Setiap,O
33,Bulan,B-time_expression
33,Begitu,O
34,Tapi,O
34,Shopee,B-brand
34,Tu,O
34,Mihak,O
34,Pembeli,O
34,Bgt,O
34,Bg,O
34,😂,O
34,.,O
34,Salah,O
34,Satu,O
34,Alasan,O
34,Gw,O
34,Pindah,O
34,Ke,O
34,Shopee,B-brand
34,Ya,O
34,Gitu,O
35,Woi,O
35,Ini,O
35,Knp,O
35,Seller,O
35,Centernya,O
35,Gak,O
35,Bisa,O
35,Diload,O
35,Min,O
36,Balas,O
36,Dm,O
37,Hi,O
37,Kak,O
37,Bp_bryan,O
37,",",O
37,Maaf,O
37,Ya,O
37,Sudah,O
37,Buat,O
37,Kmu,O
37,Khawatir,O
37,Terkait,O
37,Kendala,B-complaint_topic
37,Yang,O
37,Kakka,O
37,Alami,O
37,.,O
37,Agar,O
37,Bisa,O
37,Aku,O
37,Bantu,O
37,",",O
37,Infoin,O
37,Ke,O
37,Aku,O
37,Detail,O
37,Kendala,B-complaint_topic
37,Kamu,O
37,Dan,O
37,Sreenshot,O
37,Kendala,B-complaint_topic
37,Kamu,O
37,Ke,O
37,Aku,O
37,Melalui,O
37,Resmi,O
37,X,O
37,/,O
37,Yaa,O
37,.,O
37,Stay,O
37,Safe,O
37,^,O
37,Nv,O
38,Saya,O
38,Sudah,O
38,Dm,O
39,Semoga,O
39,Kasus,O
39,Ini,O
39,Ditindaklanjuti,O
39,Dengan,O
39,Adil,O
39,.,O
39,Barang,O
39,Hilang,B-complaint_topic
39,Seharusnya,O
39,Menjadi,O
39,Tanggung,O
39,Jawab,O
39,Pihak,O
39,Ekspedisi,O
39,/,O
39,Spx,O
39,Dan,O
39,Penggantian,O
39,Tidak,B-complaint_topic
39,Hanya,O
39,Berdasarkan,O
39,Ongkir,O
39,",",O
39,Tetapi,O
39,Juga,O
39,Mempertimbangkan,O
39,Nilai,O
39,Barang,O
39,Yang,O
39,Hilang,B-complaint_topic
39,.,O
40,Halo,O
40,",",O
40,.,O
40,Saya,O
40,Mau,O
40,Cetak,O
40,Resi,O
40,",",O
40,Tapi,O
40,Kayak,O
40,Begini,O
40,Terus,O
40,.,O
40,.,O
40,Ini,O
40,Kenapa,O
40,",",O
40,Ya,O
40,?,O
40,Udah,O
40,10,B-numeric
40,Menit,B-time_expression
40,Lebih,O
40,",",O
40,Nggak,O
40,Keluar,O
40,Juga,O
40,Nomer,O
40,Resinya,O
40,.,O
40,Mohon,O
40,Bantuannya,O
40,Ya,O
40,.,O
41,Hi,O
41,Kak,O
41,Shobas_tian,O
41,Maaf,O
41,Bikin,O
41,Resah,O
41,Mengenai,O
41,Pesanan,O
41,Kakak,O
41,Belum,O
41,Diterima,O
41,.,O
41,Agar,O
41,Aku,O
41,Bisa,O
41,Bantu,O
41,Lebih,O
41,Lanjut,O
41,Boleh,O
41,Infoin,O
41,Detail,O
41,Kendala,B-complaint_topic
41,",",O
41,No,O
41,Pesanan,O
41,Dan,O
41,Username,O
41,Ke,O
41,Dm,O
41,.,O
41,Terima,B-sentiment_indicator
41,Kasih,B-sentiment_indicator
41,^,O
41,Nk,O
42,Ya,O
42,Elunya,O
42,Aja,O
42,Yg,O
42,Tolol,O
42,Belinya,O
42,Ditoko,O
42,Yg,O
42,Ada,B-complaint_topic
42,Embel2,B-numeric
42,Mallnya,O
42,Idiot,O
42,Wkwkwk,O
43,Hi,O
43,Kak,O
43,Nauvanzam,O
43,",",O
43,Maaf,O
43,Ya,O
43,Sudah,O
43,Buat,O
43,Kmu,O
43,Gak,O
43,Nyaman,O
43,Terkait,O
43,Kendala,B-complaint_topic
43,Pesanan,O
43,Kamu,O
43,.,O
43,Agar,O
43,Bisa,O
43,Aku,O
43,Bantu,O
43,",",O
43,Infoin,O
43,Ke,O
43,Aku,O
43,Username,O
43,Shopee,B-brand
43,Dan,O
43,Nomor,O
43,Pesanan,O
43,Kamu,O
43,Ke,O
43,Aku,O
43,Melalui,O
43,Resmi,O
43,X,O
43,/,O
43,Yaa,O
43,.,O
43,Stay,O
43,Safe,O
43,^,O
43,Nv,O
44,Goblok,O
44,Sih,O
44,Beli,O
44,Kahf,O
44,Smpe,O
44,Dpt,O
44,Palsu,O
44,Di,O
44,Shopemall,O
44,Sdh,O
44,Jls,O
44,.,O
44,Shope,O
44,Beli,O
44,Dr,O
44,Harga,O
44,Puluhan,O
44,Ribu,O
44,Sampai,O
44,Jutaan,O
44,Dr,O
44,Bermasalah,O
44,Smpe,O
44,Sekedar,O
44,Retur,O
44,Semua,O
44,Beres,O
44,Uang,O
44,Kembali,O
44,100,B-numeric
44,%,O
45,Iya,O
45,Malah,O
45,Lebih,O
45,Parah,O
45,Shopee,B-brand
45,Njir,O
45,.,O
45,Goblok,O
45,Emang,O
45,Dia,O
45,.,O
45,Bayangin,O
45,Ya,O
45,Skincare,O
45,30,B-numeric
45,Ribuan,O
45,Di,O
45,Shopee,B-brand
45,Aja,O
45,Di,O
45,Kawe,O
45,In,O
45,Anjir,O
45,.,O
45,Sumpah,O
45,Gw,O
45,Beli,O
45,Kahf,O
45,Facial,O
45,Wash,O
45,Dapatnya,O
45,Kw,O
45,.,O
46,Hi,O
46,Kak,O
46,Jauhjauhkamuu,O
46,",",O
46,Maaf,O
46,Ya,O
46,Sudah,O
46,Buat,O
46,Kmu,O
46,Khawatir,O
46,Terkait,O
46,Kendala,B-complaint_topic
46,Yang,O
46,Kakka,O
46,Alami,O
46,.,O
46,Agar,O
46,Bisa,O
46,Aku,O
46,Bantu,O
46,",",O
46,Infoin,O
46,Ke,O
46,Aku,O
46,Detail,O
46,Kendala,B-complaint_topic
46,Kamu,O
46,Dan,O
46,Sreenshot,O
46,Kendala,B-complaint_topic
46,Kamu,O
46,Ke,O
46,Aku,O
46,Melalui,O
46,Resmi,O
46,X,O
46,/,O
46,Yaa,O
46,.,O
46,Stay,O
46,Safe,O
46,^,O
46,Nv,O
47,Kok,O
47,Kaya,O
47,Scam,O
47,Sih,O
47,Kak,O
47,.,O
47,.,O
47,.,O
47,Apalagi,O
47,Pake,O
47,Klik,O
47,Link,O
47,",",O
47,Hati2,O
47,Yaaaaah,O
48,Ini,O
48,Maksudnya,O
48,Apa,O
48,Yaa,O
48,Kenapa,O
48,Akun,O
48,Ku,O
48,Tiba2,O
48,Dibatasi,O
49,Hallo,O
49,Apakah,O
49,Akun,O
49,Saya,O
49,Akan,O
49,Baik,B-sentiment_indicator
49,Baik,B-sentiment_indicator
49,Saja,O
49,?,O
50,Cek,O
50,Dm,O
50,!,O
51,Hallo,O
51,Apakah,O
51,Ini,O
51,Official,O
51,Dari,O
51,Shopee,B-brand
51,Nya,O
51,Langsung,O
51,Atau,O
51,Bukan,O
51,?,O
51,Soalnya,O
51,Saya,O
51,Menanyakan,O
51,Hal,O
51,Tsb,O
51,Kepada,O
51,Cs,O
51,Namun,O
51,Katanya,O
51,Bukan,O
51,.,O
51,Lalu,O
51,Pesannya,O
51,Saya,O
51,Abaikan,O
51,&,O
51,Amp,O
51,;,O
51,Saya,O
51,Hps,O
51,",",O
51,Ttpi,O
51,Saya,O
51,Mendapatkan,O
51,Pesan,O
51,Yg,O
51,Lain,O
51,Yg,O
51,Tidak,B-complaint_topic
51,Saya,O
51,Ss,O
51,Dan,O
51,Lgsg,O
51,Saya,O
51,Hps,O
51,.,O
51,Mhon,O
51,Ditindaklanjuti,O
51,🙏,O
51,🏻,O
52,Kindly,O
52,Cek,O
52,Dm,O
52,Min,O
52,Thank,O
52,You,O
53,Hai,O
53,Kak,O
53,Jhund_jq,O
53,",",O
53,Maaf,O
53,Ya,O
53,Udah,O
53,Buat,O
53,Risau,O
53,Terkait,O
53,Kendala,B-complaint_topic
53,Yang,O
53,Kakak,O
53,Alami,O
53,.,O
53,Agar,O
53,Dapat,O
53,Kami,O
53,Prioritaskan,O
53,Pengecekan,O
53,",",O
53,Infoin,O
53,Kendala,B-complaint_topic
53,Kamu,O
53,Melalui,O
53,Dm,O
53,Ke,O
53,Media,O
53,Sosial,O
53,/,O
53,Ya,O
53,Kak,O
53,",",O
53,Stay,O
53,Safe,O
53,^,O
53,Me,O
54,Check,O
54,Dm,O
55,Jelaskan,O
55,Kronologi,O
55,Keluhannya,O
55,",",O
55,Kenapa,O
55,Dana,O
55,Penjualan,O
55,Seller,O
55,Bisa,O
55,Ditahan,O
55,Melewati,O
55,Batas,O
55,Waktu,O
55,Yang,O
55,Sudah,O
55,Ditetapkan,O
55,Oleh,O
55,Platform,O
55,Sendiri,O
55,",",O
55,Dan,O
55,Bagaimana,O
55,Mekanisme,O
55,Pelepasan,O
55,Dana,O
55,Di,O
55,Program,O
55,Export,O
55,Shopee,B-brand
55,?,O
55,Teruskan,O
55,Surat,O
55,Ini,O
55,Ke,O
56,Haii,O
56,Kak,O
56,_bunnygurls,O
56,",",O
56,Maaf,O
56,Ya,O
56,Udh,O
56,Bikin,O
56,Km,O
56,Kecewa,B-complaint_topic
56,Terkait,O
56,Kendalamu,O
56,.,O
56,Biar,O
56,Aku,O
56,Bisa,O
56,Bantu,O
56,Cek,O
56,Kendalanya,O
56,Infoin,O
56,Ke,O
56,Aku,O
56,Detail,O
56,Kendala,B-complaint_topic
56,Kakak,O
56,Boleh,O
56,Colek,O
56,Aku,O
56,Di,O
56,Dm,O
56,/,O
56,Ya,O
56,Kak,O
56,.,O
56,Dtunggu,O
56,^,O
56,Li,O
57,Cek,O
57,Dm,O
58,Min,O
58,Baca,O
58,Dm,O
58,Ku,O
58,Dong,O
59,Kok,O
59,Layanannya,O
59,Ga,O
59,Aktif,O
59,?,O
60,Hai,O
60,Kak,O
60,2jaejnxx,B-numeric
60,",",O
60,Maaf,O
60,Ya,O
60,Udah,O
60,Bikin,O
60,Kamu,O
60,Risau,O
60,Terkait,O
60,Kendala,B-complaint_topic
60,Pesanan,O
60,Kamu,O
60,.,O
60,Agar,O
60,Aku,O
60,Bisa,O
60,Bantu,O
60,Cek,O
60,",",O
60,Boleh,O
60,Infoin,O
60,Username,O
60,Dan,O
60,Nomor,O
60,Pesanan,O
60,Terkendala,O
60,Kakak,O
60,Ke,O
60,Dm,O
60,X,O
60,Atau,O
60,Yaa,O
60,.,O
60,Aku,O
60,Tunggu,O
60,^,O
60,Zp,O
61,Hai,O
61,Kak,O
61,Leejen_o_480,O
61,.,O
61,Aku,O
61,Segera,O
61,Meluncur,O
61,Ke,O
61,Dm,O
61,Ya,O
61,",",O
61,Mohon,O
61,Kesediaanya,O
61,Untuk,O
61,Menunggu,O
61,Dan,O
61,Cek,O
61,Dm,O
61,Kamu,O
61,Secara,O
61,Berkala,O
61,.,O
61,Stay,O
61,Safe,O
61,^,O
61,Ua,O
62,Hai,O
62,Kak,O
62,Ncklss_,O
62,",",O
62,Maaf,O
62,Ya,O
62,Udah,O
62,Buat,O
62,Kamu,O
62,Ga,O
62,Nyaman,O
62,Karena,O
62,Kendala,B-complaint_topic
62,Yg,O
62,Kamu,O
62,Alami,O
62,.,O
62,Biar,O
62,Bisa,O
62,Aku,O
62,Bantu,O
62,Pengecekan,O
62,",",O
62,Kamu,O
62,Bisa,O
62,Infoin,O
62,Username,O
62,Dan,O
62,No,O
62,Pesanan,O
62,Km,O
62,Ke,O
62,Dm,O
62,Social,O
62,Media,O
62,Kita,O
62,/,O
62,Ya,O
62,Kak,O
62,.,O
62,Semoga,O
62,Kendala,B-complaint_topic
62,Km,O
62,Dapat,O
62,Segera,O
62,Terselesaikan,O
62,Yaa,O
62,Kak,O
62,.,O
62,Sehat,O
62,Selalu,O
62,^,O
62,Cn,O
63,Yaallah,O
63,Aku,O
63,Nyesek,O
63,Bacanya,O
63,😭,O
63,Heh,O
63,Shopee,B-brand
63,Anjing,O
63,Lu,O
63,Ya,O
64,Nih,O
65,Gw,O
65,Jg,O
65,Gedeg,O
65,Anjr,O
66,Hai,O
66,Kak,O
66,17krnwt,B-numeric
66,",",O
66,Maaf,O
66,Ya,O
66,Udah,O
66,Buat,O
66,Kamu,O
66,Ngga,O
66,Nyaman,O
66,Karena,O
66,Kendala,B-complaint_topic
66,Yg,O
66,Kamu,O
66,Alami,O
66,.,O
66,Biar,O
66,Bisa,O
66,Aku,O
66,Bantu,O
66,Pengecekan,O
66,",",O
66,Kamu,O
66,Bisa,O
66,Infoin,O
66,Username,O
66,Dan,O
66,No,O
66,Pesanan,O
66,Kamu,O
66,Ke,O
66,Dm,O
66,Social,O
66,Media,O
66,Kita,O
66,/,O
66,Ya,O
66,Kak,O
66,.,O
66,Semoga,O
66,Kendala,B-complaint_topic
66,Km,O
66,Dapat,O
66,Segera,O
66,Terselesaikan,O
66,Yaa,O
66,Kak,O
66,.,O
66,Sehat,O
68,Ck,O
68,Dm,O
68,Paket,O
68,Gua,O
68,Stuck,O
68,Uda,O
68,Menuju,O
68,3,B-numeric
68,Hari,B-time_expression
68,Update,O
68,An,O
68,Ga,O
68,Ada,B-complaint_topic
68,Kesel,O
68,Bgtbdah,O
68,Gua,O
69,Uda,O
69,Aku,O
69,Bales,O
69,Tu,O
69,",",O
69,Cek,O
69,Lg,O
70,Yang,O
70,Bermasalah,O
70,Mitra,O
70,Mu,O
70,Kenapa,O
70,Yang,O
70,Rugi,O
70,Pengguna,O
70,Shopee,B-brand
70,Nya,O
70,?,O
70,Kirim,O
70,Dari,O
70,Tanggal,B-time_expression
70,4,B-numeric
70,Juni,O
70,Tanggal,B-time_expression
70,11,B-numeric
70,Juni,O
70,Dari,O
70,Pihak,O
70,Shopee,B-brand
70,Status,O
70,Udah,O
70,Di,O
70,Kurir,O
70,Ekspedisi,O
70,Kok,O
70,Malah,O
70,Seller,O
70,Shopee,B-brand
70,Yang,O
70,Kena,O
70,Cancel,O
70,?,O
71,Baik,B-sentiment_indicator
71,",",O
71,Sudah,O
71,Saya,O
71,Dm,O
71,Ka,O
72,Alamat,O
72,Gue,O
72,Di,O
72,Bandung,B-location
72,Tp,O
72,Pas,O
72,Nyampe,O
72,Malah,O
72,Diputerin,O
72,Lg,O
72,Ke,O
72,Depok,O
72,Wkwk,O
72,Janggal,O
72,Bgt,O
72,Jujur,O
72,.,O
72,Tolong,O
72,Dong,O
72,Disidak,O
72,Dc,O
72,Nya,O
73,Gue,O
73,Order,O
73,Parfum,O
73,Tgl,B-time_expression
73,6,B-numeric
73,May,O
73,Tp,O
73,Yg,O
73,Dtg,O
73,Cm,O
73,Packaging,O
73,&,O
73,Amp,O
73,;,O
73,Box,O
73,Parfum,O
73,Yg,O
73,Rusak,B-complaint_topic
73,Trs,O
73,Parfumnya,O
73,Jg,O
73,Ilang,O
73,.,O
73,Gue,O
73,Jg,O
73,Order,O
73,Hoodie,O
73,Tgl,B-time_expression
73,6,B-numeric
73,And,O
73,Guess,O
73,What,O
73,?,O
73,Yang,O
73,Sampe,O
73,Karung,O
73,Goni,O
73,&,O
73,Amp,O
73,;,O
73,Baju,O
73,Kotor,O
73,.,O
73,Ini,O
73,Alamat,O
73,Gua,O
73,Udh,O
73,Ditandain,O
73,Sm,O
73,Oknum,O
73,Apa,O
73,Gmn,O
73,?,O
73,Kedua,O
73,Paket,O
73,Gue,O
73,Kena,O
73,Begal,O
73,Semua,O
73,.,O
74,Admin,O
74,Cek,O
74,Dm,O
74,Ya,O
75,Cek,O
75,Dm,O
75,Ihh,O
75,Min,O
75,:,O
75,',O
75,(,O
76,Cek,O
76,Dm,O
76,Min,O
77,Bete,O
77,Banget,O
77,Udaaah,O
77,1,B-numeric
77,/,O
77,24,B-numeric
77,Jam,B-time_expression
77,Ttp,O
77,Gaa,O
77,Bisaaaaaaaaa,O
77,?,O
77,?,O
77,!,O
78,Niat,O
78,Nya,O
78,Beli,O
78,Galon,O
78,Lewat,O
78,Shopee,B-brand
78,Karna,O
78,Lebih,O
78,Murah,O
78,Ongkirnya,O
78,Kebetulan,O
78,Di,O
78,Alfagift,O
78,",",O
78,Indomaret,O
78,Dan,O
78,Astro,O
78,Gaada,O
78,Dan,O
78,Udh,O
78,Budget,O
78,Segitu,O
78,Ya,O
78,Tolong,O
78,Jangan,O
78,Disuruh,O
78,Nambah,O
78,Lagi,O
78,",",O
78,Kalo,O
78,Mau,O
78,Ya,O
78,Dari,O
78,Awal,O
78,Aja,O
78,Kasih,B-sentiment_indicator
78,Sekalian,O
78,Mahal,O
79,Scam,O
81,Tlg,O
81,Bantui,O
81,Skrg,B-time_expression
82,Halo,O
82,Admin,O
82,",",O
82,Bisa,O
82,Bantu,O
82,Batalin,O
82,Pemesanan,O
82,Karena,O
82,Tertipu,O
82,Ngga,O
82,?,O
83,Jadi,O
83,Karena,O
83,Permasalahan,O
83,Yang,O
83,Gak,O
83,Kunjung,O
83,Kelar,O
83,Gue,O
83,Terpaksa,O
83,Mencurangi,O
83,System,O
83,Shopee,B-brand
83,.,O
83,Pemakaian,O
83,Split,O
83,Payment,O
83,Lebih,O
83,Didukung,O
83,Tidak,B-complaint_topic
83,Kena,O
83,Pemeriksaan,O
83,Dibanding,O
83,Fullpayment,O
83,Tapi,O
83,Malah,O
83,Kena,O
83,Indikasi,O
83,Barang,O
83,Palsu,O
83,.,O
84,Cek,O
84,Dm,O
84,Asap,O
84,Min,O
85,Tolong,O
85,Bales,O
85,Dm,O
85,Ya,O
85,Mksh,O
86,Gue,O
86,Jualan,O
86,Produk,O
86,Original,O
86,Selalu,O
86,Ditakedown,O
86,Shopee,B-brand
86,Tapi,O
86,Giliran,O
86,Produk,O
86,Non,O
86,Ori,O
86,Malah,O
86,Bisa,O
86,Masuk,O
86,.,O
86,Jadi,O
86,Gimana,O
86,Caranya,O
86,Penjual,O
86,Produk,O
86,Non,O
