conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2.07E+18,2026-06-14T15:32:10.000Z,0,"@ShopeeCare 

Nomer pesanan
26052376HBK6U1

Username 

umarsaid592 https://t.co/e2fzH7B7IB",2.07E+18,https://pbs.twimg.com/media/HKyNfX9aQAAhjay.jpg,ShopeeCare,en,,0,1,0,https://x.com/umarsaid7227/status/2066181911660404864,2.02E+18,umarsaid7227
2.07E+18,2026-06-14T14:48:59.000Z,0,@ShopeeCare minn cek dm ya,2.07E+18,,ShopeeCare,in,,0,2,0,https://x.com/chocolutch/status/2066171045808365683,1.04E+18,chocolutch
2.07E+18,2026-06-14T14:18:41.000Z,0,"kurir² lu pada jelek bgt, ga on time. @ShopeeCare",2.07E+18,,,in,,0,2,0,https://x.com/EdtzOchiro/status/2066163418248445983,1.28E+18,EdtzOchiro
2.07E+18,2026-06-14T13:36:45.000Z,0,"@Macchiatolalala @ShopeeCare Hi kak Macchiatolalala , maaf ya terkait kendala yg kamu alami. Agar bisa aku bantu pengecekan kendala kamu, mohon menghubungi aku melalui DM Sosial media twitter Kami @ShopeeID dengan mengirimkan Detail kendala ya kak. aku tunggu ^KY",2.07E+18,,Macchiatolalala,in,,0,0,0,https://x.com/ShopeeID/status/2066152867724230738,2983890506,ShopeeID
2.07E+18,2026-06-14T13:33:13.000Z,0,@Macchiatolalala Hi Kak Macchiatolalala mohon maaf terkait dengan kendala yang Kakak alami untuk dapat aku bantu cek boleh hubungi aku di DM X @ShopeeCare ya Kak. Terima Kasih^JK,2.07E+18,,Macchiatolalala,in,,0,0,0,https://x.com/ShopeeCare/status/2066151978259083523,3410708592,ShopeeCare
1.82E+18,2026-06-14T13:18:09.000Z,0,@ShopeeCare CEK DM @ShopeeCare,2.07E+18,,ShopeeCare,tr,,0,2,0,https://x.com/hellowitsmie/status/2066148188168614059,1.47E+18,hellowitsmie
2.07E+18,2026-06-14T12:47:52.000Z,0,@ShopeeCare min cek dm,2.07E+18,,ShopeeCare,in,,0,3,0,https://x.com/httpsjawa/status/2066140565201354783,1.91E+18,httpsjawa
2.07E+18,2026-06-14T12:18:17.000Z,0,@ShopeeCare @httpsjawa Min bales akuu🥺,2.07E+18,,ShopeeCare,in,,0,1,0,https://x.com/simudft_/status/2066133121360445906,1.11E+18,simudft_
2.07E+18,2026-06-14T12:16:49.000Z,0,ini spx kalo minggu emang tutup yah mint 💔 @ShopeeCare @ShopeeID,2.07E+18,,,in,,0,1,0,https://x.com/meowbiuu/status/2066132751473160700,1.64E+18,meowbiuu
2.07E+18,2026-06-14T12:07:17.000Z,0,"@ShopeeCare Tolong😭 aku salah top up shopee ke nokor orang lain, nomornya ditelfon gak aktif 
@ShopeeCare @ShopeeID",2.07E+18,,Macchiatolalala,in,,0,2,0,https://x.com/Macchiatolalala/status/2066130353069473806,1526201624,Macchiatolalala
2.07E+18,2026-06-14T03:58:11.000Z,0,Min @ShopeeCare kalau keterangannya gini berarti bisa kartu debit &amp; kredit atau hanya bisa pakai kartu kredit aja ya? https://t.co/t3yrBgLvtJ,2.07E+18,https://pbs.twimg.com/media/HKvuqMWbgAAk7SA.jpg,,in,,0,2,0,https://x.com/dansetyabudi/status/2066007264939630628,1359298538,dansetyabudi
2.07E+18,2026-06-14T03:31:59.000Z,0,@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Di tokped yang jual palsu bahkan pake label mall. Makanya kayaknya kemarin sempet rame ada toko label mall (antara onitsuka atau asics) dinon-aktifkan karena rupanya bukan official,2.07E+18,,yajujdanmajuj,in,,0,1,0,https://x.com/niwidyaningrum/status/2066000673049862594,60257068,niwidyaningrum
1.82E+18,2026-06-14T02:58:15.000Z,0,"@ShopeeCare Hati hati belanja di sophee, beli kloset duduk pakai packing kayu hancur, komplain di aplikasi dipersulit disuruh antar barang hancur sendiri ke kantor expedisi nya JNE trucking entah di mana. Uang saya malah hilang tidak jelas, waktu habis percuma tiap hari chat sama cs sophee https://t.co/R9c7lZ96Md",2.07E+18,https://pbs.twimg.com/media/HKvg3DXaUAAmDnV.jpg,ShopeeCare,in,,0,2,0,https://x.com/umarsaid7227/status/2065992185275933041,2.02E+18,umarsaid7227
2.07E+18,2026-06-14T01:43:52.000Z,0,"@taebong_ @ShopeePay_ID Haii kak taebong_ , maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , SS kendala dan detail kendala kakak boleh colek Aku di DM @ShopeeCare  ya kak. Ditunggu ^RS",2.07E+18,,taebong_,in,,0,0,0,https://x.com/ShopeeCare/status/2065973462666195452,3410708592,ShopeeCare
2.07E+18,2026-06-14T01:42:26.000Z,0,@its_belllla @ShopeeCare eh akun bodong dilarang komen ya ajg gua gak nanya lu,2.07E+18,,its_belllla,in,,0,0,0,https://x.com/Ciaachi1/status/2065973103935770848,2.02E+18,Ciaachi1
2.07E+18,2026-06-14T01:41:29.000Z,0,@mumun664767 @ShopeeCare YEHHH PRET PENIPUAN,2.07E+18,,mumun664767,in,,0,0,0,https://x.com/Ciaachi1/status/2065972863816139102,2.02E+18,Ciaachi1
2.07E+18,2026-06-14T00:51:37.000Z,0,"@ShopeeCare @ShopeePay_ID Udah nunggu lebih dari 1x24 jam sesuai arahan CS  + isi form tapi uang aku masih ketahan nyangkut disini, bagaimana solusinya ? tolong tindak lanjutnya segeraaa 😔",2.07E+18,,ShopeeCare,in,,0,2,0,https://x.com/taebong_/status/2065960315846828527,183160514,taebong_
2.07E+18,2026-06-14T00:33:15.000Z,0,Gendeng iki shopee wong aku cuma jualan sabun batang kok pemalsuan pesanan ki opoo stressss @ShopeeCare https://t.co/yEydMYFnCC,2.07E+18,https://pbs.twimg.com/media/HKu_wPNbcAAIrTT.jpg,,in,,0,1,0,https://x.com/nutellakejuw/status/2065955694600450170,548124430,nutellakejuw
2.06E+18,2026-06-13T21:23:30.000Z,0,@chells_yaa @JazelynN70699 @ShopeeCare @ShopeeID udah sampe belum ka,2.07E+18,,chells_yaa,in,,0,2,0,https://x.com/sweetypiee42/status/2065907940436152698,1.33E+18,sweetypiee42
2.07E+18,2026-06-13T16:11:41.000Z,0,@ShopeeCare @ShopeeID di dm ya min?,2.07E+18,,ShopeeCare,in,,0,1,0,https://x.com/jauhjauhkamuu/status/2065829471454933142,1.36E+18,jauhjauhkamuu
2.07E+18,2026-06-13T15:55:38.000Z,0,"@shobas_tian @ShopeeCare @Shopee_Expres Hai kak shobas_tian , maaf ya buat nunggu, Aku akan meluncur ke DM kamu yaa kak, mohon kesediannya untuk menunggu. terima kasih ^KY",2.07E+18,,shobas_tian,in,,0,0,0,https://x.com/ShopeeID/status/2065825430020796691,2983890506,ShopeeID
2.07E+18,2026-06-13T15:42:39.000Z,0,"@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Ajukan pengembalian sesuai kondisi awal, no video no pictures.",2.07E+18,,yajujdanmajuj,in,,0,0,0,https://x.com/Cosxminsin/status/2065822162838241731,1.02E+18,Cosxminsin
2.07E+18,2026-06-13T15:26:08.000Z,0,"@ShopeeID @ShopeeCare biannolshop_ ,itu sudah 4 bulan tidak bisa dipakai setiap bulan begitu https://t.co/4VyR6aThGA",2.07E+18,https://pbs.twimg.com/media/HKtChNvbkAA9aiH.jpg,ShopeeID,in,,0,1,0,https://x.com/bp_bryan/status/2065818004680781946,558797895,bp_bryan
2.07E+18,2026-06-13T15:17:20.000Z,1,@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare tapi Shopee tu mihak pembeli bgt bg😂. salah satu alasan gw pindah ke shopee ya gitu,2.07E+18,,yajujdanmajuj,in,,0,0,0,https://x.com/jilanjaisy/status/2065815793422799036,1.60E+18,jilanjaisy
2.07E+18,2026-06-13T15:11:25.000Z,0,@ShopeeCare woi ini knp seller centernya gak bisa diload min https://t.co/Vc2le8ecpe,2.07E+18,https://pbs.twimg.com/media/HKs_KAAaoAAsSre.jpg,ShopeeCare,in,,0,1,0,https://x.com/hanyiehae/status/2065814301164839007,1.76E+18,hanyiehae
2.07E+18,2026-06-13T14:45:49.000Z,0,@ShopeeCare balas dm,2.07E+18,,ShopeeCare,in,,0,2,0,https://x.com/deviamrp/status/2065807859850567804,2797477399,deviamrp
2.07E+18,2026-06-13T14:15:46.000Z,1,"@bp_bryan Hi kak bp_bryan , maaf ya sudah buat kmu khawatir terkait kendala yang kakka alami. Agar bisa aku bantu, infoin ke aku detail kendala kamu dan sreenshot kendala kamu ke aku melalui resmi X @ShopeeID/@ShopeeCare yaa. Stay safe ^NV",2.07E+18,,bp_bryan,in,,0,1,0,https://x.com/ShopeeID/status/2065800299353436162,2983890506,ShopeeID
2.07E+18,2026-06-13T14:02:19.000Z,0,@ShopeeCare @Shopee_Expres @ShopeeID Saya sudah dm,2.07E+18,,ShopeeCare,in,,0,2,0,https://x.com/shobas_tian/status/2065796913673503164,1334220572,shobas_tian
2.07E+18,2026-06-13T13:16:46.000Z,2,"@adit88088 @ShopeeID @YLKI_ID Semoga kasus ini ditindaklanjuti dengan adil. Barang hilang seharusnya menjadi tanggung jawab pihak ekspedisi / SPX dan penggantian tidak hanya berdasarkan ongkir, tetapi juga mempertimbangkan nilai barang yang hilang. @ShopeeCare @ShopeeID",2.07E+18,,adit88088,in,,0,0,0,https://x.com/diameler/status/2065785451437506723,1.46E+18,diameler
2.07E+18,2026-06-13T12:43:47.000Z,0,"halo, @ShopeeCare. saya mau cetak resi, tapi kayak begini terus.. ini kenapa, ya? udah 10 menit lebih, nggak keluar juga nomer resinya. mohon bantuannya ya. https://t.co/WlvWOSxmDF",2.07E+18,https://pbs.twimg.com/media/HKsdXEpbsAEU_cD.jpg,,in,,0,0,0,https://x.com/duingy/status/2065777148577878521,7.84E+17,duingy
2.07E+18,2026-06-13T12:22:02.000Z,0,"@shobas_tian @Shopee_Expres @ShopeeID Hi kak shobas_tian maaf bikin resah mengenai pesanan kakak belum diterima. Agar aku bisa bantu lebih lanjut boleh infoin detail kendala, no pesanan dan username ke DM @ShopeeCare. Terima kasih^NK",2.07E+18,,shobas_tian,in,,0,1,0,https://x.com/ShopeeCare/status/2065771674671448158,3410708592,ShopeeCare
2.07E+18,2026-06-13T12:04:04.000Z,0,@saminkarto @yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Ya elunya aja yg tolol belinya ditoko yg ada embel2 mallnya idiot wkwkwk,2.07E+18,,saminkarto,in,,0,0,0,https://x.com/zipper_clutch/status/2065767153404645745,1.58E+18,zipper_clutch
2.07E+18,2026-06-13T12:03:39.000Z,2,"@nauvanzam Hi kak nauvanzam, maaf ya sudah buat kmu gak nyaman terkait kendala pesanan kamu. Agar bisa aku bantu, infoin ke aku username shopee dan nomor pesanan kamu ke aku melalui resmi X @ShopeeID/@ShopeeCare yaa. Stay safe ^NV",2.07E+18,,nauvanzam,in,,0,0,0,https://x.com/ShopeeID/status/2065767050199638220,2983890506,ShopeeID
2.07E+18,2026-06-13T11:32:14.000Z,0,"@saminkarto @yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Goblok sih beli kahf smpe dpt palsu di shopemall sdh jls. 
Shope beli dr harga puluhan ribu sampai jutaan dr bermasalah smpe sekedar retur semua beres uang kembali 100%",2.07E+18,,saminkarto,in,,0,1,0,https://x.com/_masbaim_/status/2065759145119342708,847658035,_masbaim_
2.07E+18,2026-06-13T11:23:43.000Z,0,@yajujdanmajuj @MediaKonsumenID @ShopeeID @ShopeeCare Iya malah lebih parah shopee njir. Goblok emang dia. Bayangin ya skincare 30 ribuan di shopee aja di kawe in anjir. Sumpah gw beli kahf facial wash dapatnya kw.,2.07E+18,,yajujdanmajuj,in,,0,3,0,https://x.com/saminkarto/status/2065756998969512299,554927849,saminkarto
2.07E+18,2026-06-13T11:16:51.000Z,0,"@jauhjauhkamuu @ShopeeID Hi kak jauhjauhkamuu , maaf ya sudah buat kmu khawatir terkait kendala yang kakka alami. Agar bisa aku bantu, infoin ke aku detail kendala kamu dan sreenshot kendala kamu ke aku melalui resmi X @ShopeeID/@ShopeeCare yaa. Stay safe ^NV",2.07E+18,,jauhjauhkamuu,in,,0,1,0,https://x.com/ShopeeCare/status/2065755270916215205,3410708592,ShopeeCare
2.07E+18,2026-06-13T11:09:15.000Z,0,"@arrasyyyy @ShopeeID @ShopeeCare kok kaya scam sih kak ... apalagi pake klik link, hati2 yaaaaah",2.07E+18,,arrasyyyy,in,,0,1,0,https://x.com/rvne16/status/2065753359576076557,1.39E+18,rvne16
2.07E+18,2026-06-13T10:03:58.000Z,0,Ini maksudnya apa yaa kenapa akun ku tiba2 dibatasi @ShopeeID @ShopeeCare https://t.co/uxBITfEr3m,2.07E+18,https://pbs.twimg.com/media/HKr4yY_aEAAs884.jpg,,in,,0,3,0,https://x.com/arrasyyyy/status/2065736931082924033,975257894,arrasyyyy
2.07E+18,2026-06-13T09:51:27.000Z,0,hallo @ShopeeID @ShopeeCare apakah akun saya akan baik baik saja?,2.07E+18,,jauhjauhkamuu,in,,0,1,0,https://x.com/jauhjauhkamuu/status/2065733782817390641,1.36E+18,jauhjauhkamuu
2.07E+18,2026-06-13T09:47:53.000Z,0,@shopeecare cek dm!,2.07E+18,,ShopeeCare,tr,,0,2,0,https://x.com/alvionita_efr/status/2065732884913389833,113258156,alvionita_efr
2.07E+18,2026-06-13T09:40:46.000Z,1,"hallo @ShopeeID @ShopeeCare apakah ini official dari shopee nya langsung atau bukan? soalnya saya menanyakan hal tsb kepada cs namun katanya bukan. lalu pesannya saya abaikan&amp;saya hps, ttpi saya mendapatkan pesan yg lain yg tidak saya ss dan lgsg saya hps. mhon ditindaklanjuti🙏🏻 https://t.co/qPNJRDS6uG",2.07E+18,https://pbs.twimg.com/media/HKrzemmbMAAyjyG.jpg,,in,,0,3,0,https://x.com/jauhjauhkamuu/status/2065731092691464410,1.36E+18,jauhjauhkamuu
2.07E+18,2026-06-13T09:03:24.000Z,0,"kindly cek dm min @ShopeeCare 
thank you",2.07E+18,,,en,,0,2,0,https://x.com/hwangghynjin/status/2065721687631638617,1.18E+18,hwangghynjin
2.07E+18,2026-06-13T08:19:16.000Z,1,"@Jhund_jq Hai kak Jhund_jq, maaf ya udah buat risau terkait kendala yang kakak alami. Agar dapat kami prioritaskan pengecekan, infoin kendala kamu melalui DM ke Media Sosial @shopeeID / @shopeecare ya kak, Stay safe ^ME",2.07E+18,,Jhund_jq,in,,0,0,0,https://x.com/ShopeeID/status/2065710584029732901,2983890506,ShopeeID
2.07E+18,2026-06-13T08:03:37.000Z,0,check dm @ShopeeCare,2.07E+18,,,en,,0,3,0,https://x.com/racketnyamuk_/status/2065706644651270573,1.09E+18,racketnyamuk_
2.07E+18,2026-06-13T06:34:04.000Z,0,"@grok jelaskan kronologi keluhannya, kenapa dana penjualan seller bisa ditahan melewati batas waktu yang sudah ditetapkan oleh platform sendiri, dan bagaimana mekanisme pelepasan dana di program export Shopee? Teruskan surat ini ke @ShopeeID @ShopeeCare https://t.co/HGdrit2SRd",2.07E+18,,MediaKonsumenID,in,,0,2,0,https://x.com/MediaKonsumenID/status/2065684109012484172,1117529034,MediaKonsumenID
2.07E+18,2026-06-13T06:06:46.000Z,1,"@_bunnygurls Haii kak _bunnygurls  , maaf ya udh bikin km kecewa terkait kendalamu . Biar Aku bisa bantu cek kendalanya infoin ke aku  detail kendala kakak boleh colek Aku di DM @ShopeeID / @ShopeeCare   ya kak. Dtunggu ^LI",2.07E+18,,_bunnygurls,in,,0,0,0,https://x.com/ShopeeID/status/2065677235919766010,2983890506,ShopeeID
2.07E+18,2026-06-13T05:52:13.000Z,0,Cek DM @ShopeeCare,2.07E+18,,,tr,,0,4,0,https://x.com/aisyhlstri/status/2065673576364245326,1.30E+18,aisyhlstri
2.07E+18,2026-06-13T04:21:18.000Z,0,@ShopeeCare min baca dm ku dong,2.07E+18,,ShopeeCare,in,,0,4,0,https://x.com/robbers__khai/status/2065650696180138440,1.74E+18,robbers__khai
2.07E+18,2026-06-13T04:12:40.000Z,0,@yoona_alyssa @ShopeeID @ShopeeCare Kok layanannya ga aktif?,2.07E+18,,yoona_alyssa,in,,0,2,0,https://x.com/itchindy/status/2065648523530653823,2.04E+18,itchindy
2.07E+18,2026-06-13T03:31:45.000Z,3,"@2jaejnxx Hai Kak 2jaejnxx, maaf ya udah bikin kamu risau terkait kendala pesanan kamu. Agar aku bisa bantu cek, boleh infoin username dan nomor pesanan terkendala kakak ke DM X @ShopeeID atau @ShopeeCare yaa. Aku tunggu ^ZP",2.07E+18,,2jaejnxx,in,,0,0,0,https://x.com/ShopeeID/status/2065638227638419824,2983890506,ShopeeID
2.06E+18,2026-06-11T17:06:00.000Z,0,"@leejen_o_480 @ShopeeCare Hai Kak leejen_o_480. Aku segera meluncur ke DM ya, mohon kesediaanya untuk menunggu dan cek DM kamu secara berkala. Stay Safe ^UA",2.07E+18,,leejen_o_480,in,,0,1,0,https://x.com/ShopeeID/status/2065118362636824773,2983890506,ShopeeID
1.82E+18,2026-06-11T16:52:57.000Z,0,"@ncklss_ Hai kak ncklss_, maaf ya udah buat kamu ga nyaman karena kendala yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin username dan no pesanan km ke DM Social Media kita @shopeeID/@shopeecare ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat selalu^CN",2.07E+18,,ncklss_,in,,0,0,0,https://x.com/ShopeeCare/status/2065115077645320295,3410708592,ShopeeCare
2.07E+18,2026-06-11T16:50:06.000Z,0,YAALLAH AKU NYESEK BACANYA 😭 HEH SHOPEE @ShopeeCare  ANJING LU YA,2.07E+18,,,in,,0,0,0,https://x.com/yOiJuwonn/status/2065114359920271365,1.85E+18,yOiJuwonn
2.07E+18,2026-06-11T16:19:16.000Z,0,@sosmedkeras @tinutuanenakk @ShopeeCare nih,2.07E+18,,sosmedkeras,und,,0,0,0,https://x.com/keccrot/status/2065106604056568226,1.60E+18,keccrot
2.07E+18,2026-06-11T16:19:06.000Z,0,@petongmom @sosmedkeras gw jg gedeg anjr @ShopeeCare,2.07E+18,,petongmom,in,,0,0,0,https://x.com/Hunbunsweetyy/status/2065106560888791395,1.65E+18,Hunbunsweetyy
2.07E+18,2026-06-11T16:15:13.000Z,2,"@17krnwt Hai kak 17krnwt, maaf ya udah buat kamu ngga nyaman karena kendala yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin username dan no pesanan kamu ke DM Social Media kita @shopeeID/@shopeecare ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat",2.07E+18,,17krnwt,in,,0,2,0,https://x.com/ShopeeID/status/2065105584945508587,2983890506,ShopeeID
2.07E+18,2026-06-11T16:11:24.000Z,0,@sosmedkeras @ShopeeCare,2.07E+18,,sosmedkeras,qam,,0,0,0,https://x.com/citrachi212/status/2065104621539123602,1.65E+18,citrachi212
2.07E+18,2026-06-11T15:53:27.000Z,0,@ShopeeCare ck dm PAKET GUA STUCK UDA MENUJU 3 HARI UPDATE AN GA ADA KESEL BGTBDAH GUA,2.07E+18,,ShopeeCare,in,,0,0,0,https://x.com/maxxiemovs/status/2065100106811253101,2.03E+18,maxxiemovs
2.07E+18,2026-06-11T15:43:48.000Z,0,"@ShopeeCare uda aku bales tu, cek lg",2.07E+18,,ShopeeCare,in,,0,1,0,https://x.com/maxxiemovs/status/2065097678422478908,2.03E+18,maxxiemovs
2.07E+18,2026-06-11T15:22:35.000Z,0,@ShopeeCare yang bermasalah mitra mu @PosIndo kenapa yang rugi pengguna Shopee nya? Kirim dari tanggal 4 Juni tanggal 11 Juni dari pihak Shopee status udah di kurir ekspedisi kok malah seller Shopee yang kena cancel?,2.07E+18,,ShopeeCare,in,,0,1,0,https://x.com/szvniverse/status/2065092338666655945,1.96E+18,szvniverse
2.06E+18,2026-06-11T14:54:10.000Z,0,"@ShopeeID @ShopeeCare Baik, sudah saya dm ka",2.07E+18,,ShopeeID,in,,0,1,0,https://x.com/leejen_o_480/status/2065085186510147911,1.56E+18,leejen_o_480
2.07E+18,2026-06-11T14:43:01.000Z,0,@ShopeeID @ShopeeCare Alamat gue di Bandung tp pas nyampe malah diputerin lg ke Depok wkwk janggal bgt jujur. Tolong dong disidak dc nya @ShopeeID @ShopeeCare https://t.co/s6KX8kNSnD,2.07E+18,https://pbs.twimg.com/media/HKileHPbgAAWvBe.jpg,dhikaafbrn,in,,0,0,0,https://x.com/dhikaafbrn/status/2065082378415141073,2.01E+18,dhikaafbrn
2.07E+18,2026-06-11T14:30:39.000Z,1,"@ShopeeID @ShopeeCare 
Gue order parfum tgl 6 May tp yg dtg cm packaging &amp; box parfum yg rusak trs parfumnya jg ilang. Gue jg order hoodie tgl 6 and guess what? Yang sampe karung goni &amp; baju kotor. Ini alamat gua udh ditandain sm oknum apa gmn? Kedua paket gue kena begal semua. https://t.co/KxgCXI1bhA",2.07E+18,https://pbs.twimg.com/media/HKiiV-gbkAAFYNE.jpg,ShopeeID,in,,0,4,0,https://x.com/dhikaafbrn/status/2065079268116488679,2.01E+18,dhikaafbrn
2.07E+18,2026-06-11T13:57:56.000Z,0,"admin cek dm ya
@ShopeeCare",2.07E+18,,,in,,0,1,0,https://x.com/HeldbyMeidiana/status/2065071035024920860,7.81E+17,HeldbyMeidiana
2.07E+18,2026-06-11T12:47:35.000Z,0,@ShopeeCare cek DM ihh min :'(,2.07E+18,,ShopeeCare,in,,0,1,0,https://x.com/personyni/status/2065053330603450398,1.77E+18,personyni
2.07E+18,2026-06-11T12:31:16.000Z,0,"Cek dm min
@ShopeeCare",2.07E+18,,,in,,0,4,0,https://x.com/alfarizich/status/2065049225428414659,84580242,alfarizich
2.07E+18,2026-06-11T12:21:46.000Z,0,bete banget udaaah 1/24 jam ttp gaa bisaaaaaaaaa @ShopeeCare @ShopeePay_ID ??! https://t.co/l5w2yq4R9x,2.07E+18,https://pbs.twimg.com/media/HKiFJwYbQAAhkO2.jpg,,in,,0,4,0,https://x.com/makeulittle/status/2065046834553426293,2.03E+18,makeulittle
2.07E+18,2026-06-11T12:20:30.000Z,0,"niat nya beli galon lewat shopee karna lebih murah ongkirnya kebetulan di alfagift, indomaret dan astro gaada 
dan udh budget segitu ya tolong jangan disuruh nambah lagi, kalo mau ya dari awal aja kasih sekalian mahal @ShopeeCare @ShopeeID https://t.co/8LLIHs8AI9",2.07E+18,https://pbs.twimg.com/media/HKiE01fasAArau8.jpg,,in,,0,4,0,https://x.com/napina_/status/2065046516847526019,1.18E+18,napina_
2.06E+18,2026-06-11T12:19:16.000Z,0,@yoona_alyssa @ShopeeCare scam,2.07E+18,,yoona_alyssa,en,,0,0,0,https://x.com/chiballoreo/status/2065046203398807961,1.86E+18,chiballoreo
2.07E+18,2026-06-11T12:16:16.000Z,0,@sosmedkeras @ShopeeCare @ShopeePay_ID @ShopeeID,2.07E+18,,sosmedkeras,qam,,0,0,0,https://x.com/akkugaktau/status/2065045447589425614,1.76E+18,akkugaktau
2.07E+18,2026-06-11T12:04:43.000Z,0,@ShopeeCare tlg bantui skrg,2.07E+18,,maxxiemovs,in,,0,2,0,https://x.com/maxxiemovs/status/2065042542081847518,2.03E+18,maxxiemovs
2.07E+18,2026-06-11T11:44:22.000Z,0,"@ShopeeCare halo admin, bisa bantu batalin pemesanan karena tertipu ngga?",2.07E+18,,ShopeeCare,in,,0,0,0,https://x.com/hearts2shot/status/2065037420253553142,1.66E+18,hearts2shot
2.07E+18,2026-06-11T11:41:57.000Z,0,Jadi karena permasalahan yang gak kunjung kelar gue terpaksa mencurangi system shopee. Pemakaian split payment lebih didukung tidak kena pemeriksaan dibanding fullpayment tapi malah kena indikasi barang palsu. @ShopeeCare,2.07E+18,,,in,,0,2,0,https://x.com/FaraAstryani/status/2065036814663245858,132082323,FaraAstryani
2.07E+18,2026-06-11T11:35:10.000Z,0,@ShopeeCare cek DM asap min,2.07E+18,,ShopeeCare,in,,0,4,0,https://x.com/personyni/status/2065035107145269294,1.77E+18,personyni
2.07E+18,2026-06-11T11:28:59.000Z,0,@ShopeeCare tolong bales DM ya mksh,2.07E+18,,ShopeeCare,in,,0,4,0,https://x.com/Laavenderr__/status/2065033551624769972,1.03E+18,Laavenderr__
